id,metacritic_score,metacritic_url,ign_score,ign_url,pcgamer_score,pcgamer_url,average
512900,-1,,-1.0,,84.0,https://www.pcgamer.com/streets-of-rogue-review/,84.0
1108370,-1,,-1.0,,-1.0,,-1
1034040,-1,,-1.0,,-1.0,,-1
1003600,-1,,-1.0,,-1.0,,-1
1061730,-1,,-1.0,,-1.0,,-1
895670,-1,,-1.0,,-1.0,,-1
605140,-1,,-1.0,,-1.0,,-1
1156670,-1,,-1.0,,-1.0,,-1
615120,-1,,-1.0,,-1.0,,-1
817540,80.0,https://www.metacritic.com/game/pc/spellforce-3-soul-harvest?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,80.0
907270,-1,,-1.0,,-1.0,,-1
772110,-1,,-1.0,,-1.0,,-1
1147670,-1,,-1.0,,-1.0,,-1
801390,-1,,-1.0,,-1.0,,-1
1034910,-1,,-1.0,,-1.0,,-1
827210,-1,,-1.0,,-1.0,,-1
978690,-1,,-1.0,,-1.0,,-1
1046930,-1,,-1.0,,-1.0,,-1
1192750,-1,,-1.0,,-1.0,,-1
519860,88.0,https://www.metacritic.com/game/pc/dusk?ftag=MCD-06-10aaa1f,-1.0,,89.0,https://www.pcgamer.com/dusk-review/,88.5
700330,-1,,-1.0,,-1.0,,-1
813780,-1,,-1.0,,-1.0,,-1
777130,-1,,-1.0,,-1.0,,-1
1079330,-1,,-1.0,,-1.0,,-1
1068020,-1,,-1.0,,-1.0,,-1
832140,-1,,-1.0,,-1.0,,-1
843380,-1,,-1.0,,-1.0,,-1
993870,-1,,-1.0,,-1.0,,-1
600750,-1,,-1.0,,-1.0,,-1
1115020,-1,,-1.0,,-1.0,,-1
545040,-1,,-1.0,,-1.0,,-1
1162010,-1,,-1.0,,-1.0,,-1
578080,86.0,https://www.metacritic.com/game/pc/playerunknowns-battlegrounds?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,86.0
1181140,-1,,-1.0,,-1.0,,-1
502720,-1,,-1.0,,-1.0,,-1
582010,88.0,https://www.metacritic.com/game/pc/monster-hunter-world?ftag=MCD-06-10aaa1f,9.5,https://www.ign.com/games/monster-hunter-world,86.0,https://www.pcgamer.com/monster-hunter-world-review/,91.0
594650,81.0,https://www.metacritic.com/game/pc/hunt-showdown?ftag=MCD-06-10aaa1f,-1.0,,74.0,https://www.pcgamer.com/hunt-showdown-review/,77.5
652770,-1,,-1.0,,-1.0,,-1
967460,-1,,-1.0,,-1.0,,-1
557180,-1,,-1.0,,-1.0,,-1
1054350,-1,,-1.0,,-1.0,,-1
1155090,-1,,-1.0,,-1.0,,-1
108600,-1,,-1.0,,-1.0,,-1
954270,-1,,-1.0,,-1.0,,-1
1093360,-1,,-1.0,,-1.0,,-1
1163130,-1,,-1.0,,-1.0,,-1
1146100,-1,,-1.0,,-1.0,,-1
421170,81.0,https://www.metacritic.com/game/pc/indivisible?ftag=MCD-06-10aaa1f,8.8,https://www.ign.com/games/indivisible,75.0,https://www.pcgamer.com/indivisible-review/,83.0
476650,64.0,https://www.metacritic.com/game/pc/the-silver-case?ftag=MCD-06-10aaa1f,-1.0,,50.0,https://www.pcgamer.com/the-silver-case-review/,57.0
493490,-1,,-1.0,,-1.0,,-1
359550,-1,,-1.0,,-1.0,,-1
935970,-1,,-1.0,,-1.0,,-1
1108320,-1,,-1.0,,-1.0,,-1
329110,-1,,-1.0,,-1.0,,-1
687630,-1,,-1.0,,-1.0,,-1
1152260,-1,,-1.0,,-1.0,,-1
879000,-1,,-1.0,,-1.0,,-1
1039870,-1,,-1.0,,-1.0,,-1
1017670,-1,,-1.0,,-1.0,,-1
851800,-1,,-1.0,,-1.0,,-1
577970,-1,,-1.0,,-1.0,,-1
1194380,-1,,-1.0,,-1.0,,-1
801140,-1,,-1.0,,-1.0,,-1
1126070,-1,,-1.0,,-1.0,,-1
544390,-1,,-1.0,,-1.0,,-1
731890,-1,,-1.0,,-1.0,,-1
669660,-1,,-1.0,,-1.0,,-1
1054550,-1,,-1.0,,-1.0,,-1
1151430,-1,,-1.0,,-1.0,,-1
809720,-1,,-1.0,,-1.0,,-1
1152020,-1,,-1.0,,-1.0,,-1
677480,-1,,-1.0,,-1.0,,-1
218620,79.0,https://www.metacritic.com/game/pc/payday-2?ftag=MCD-06-10aaa1f,8.0,https://www.ign.com/games/payday-2,79.0,https://www.pcgamer.com/payday-2-review/,79.5
1194330,-1,,-1.0,,-1.0,,-1
1009750,-1,,-1.0,,-1.0,,-1
705160,-1,,-1.0,,-1.0,,-1
1172430,-1,,-1.0,,-1.0,,-1
1011190,-1,,-1.0,,-1.0,,-1
285110,-1,,-1.0,,-1.0,,-1
686810,-1,,-1.0,,-1.0,,-1
917840,-1,,-1.0,,-1.0,,-1
1188260,-1,,-1.0,,-1.0,,-1
671100,-1,,-1.0,,-1.0,,-1
583750,-1,,-1.0,,-1.0,,-1
535930,83.0,https://www.metacritic.com/game/pc/two-point-hospital?ftag=MCD-06-10aaa1f,8.4,https://www.ign.com/games/two-point-hospital,87.0,https://www.pcgamer.com/two-point-hospital-review/,84.5
1170180,-1,,-1.0,,-1.0,,-1
1173610,-1,,-1.0,,-1.0,,-1
1177660,-1,,-1.0,,-1.0,,-1
622440,-1,,-1.0,,-1.0,,-1
1189470,-1,,-1.0,,-1.0,,-1
493900,75.0,https://www.metacritic.com/game/pc/dungeons-3?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,75.0
1079050,-1,,-1.0,,-1.0,,-1
1188330,-1,,-1.0,,-1.0,,-1
592560,-1,,-1.0,,-1.0,,-1
1188430,-1,,-1.0,,-1.0,,-1
1186740,-1,,-1.0,,-1.0,,-1
1179580,-1,,-1.0,,-1.0,,-1
1178120,-1,,-1.0,,-1.0,,-1
1174340,-1,,-1.0,,-1.0,,-1
1170880,-1,,-1.0,,-1.0,,-1
1170320,-1,,-1.0,,-1.0,,-1
1152100,-1,,-1.0,,-1.0,,-1
1148650,71.0,https://www.metacritic.com/game/pc/the-legend-of-bum-bo?ftag=MCD-06-10aaa1f,-1.0,,72.0,https://www.pcgamer.com/the-legend-of-bum-bo-review/,71.5
1129250,-1,,-1.0,,-1.0,,-1
1111590,-1,,-1.0,,-1.0,,-1
1102340,-1,,-1.0,,-1.0,,-1
1096730,-1,,-1.0,,-1.0,,-1
1081430,-1,,-1.0,,-1.0,,-1
1073440,-1,,-1.0,,-1.0,,-1
996580,-1,,8.5,https://www.ign.com/games/spyro-reignited-trilogy,-1.0,,85.0
973580,-1,,7.3,https://www.ign.com/games/sniper-ghost-warrior-contracts,-1.0,,73.0
967410,-1,,-1.0,,-1.0,,-1
966670,-1,,-1.0,,-1.0,,-1
906820,-1,,-1.0,,-1.0,,-1
906730,-1,,-1.0,,-1.0,,-1
898720,-1,,-1.0,,-1.0,,-1
893950,-1,,-1.0,,-1.0,,-1
844860,-1,,-1.0,,-1.0,,-1
839010,-1,,-1.0,,-1.0,,-1
796620,-1,,-1.0,,-1.0,,-1
767490,-1,,-1.0,,-1.0,,-1
752470,-1,,-1.0,,-1.0,,-1
1067800,-1,,-1.0,,-1.0,,-1
1063770,-1,,-1.0,,-1.0,,-1
836590,-1,,-1.0,,-1.0,,-1
904300,-1,,-1.0,,-1.0,,-1
8500,88.0,https://www.metacritic.com/game/pc/eve-online-special-edition?ftag=MCD-06-10aaa1f,8.0,https://www.ign.com/games/eve-online,85.0,https://www.pcgamer.com/eve-online-review/,83.25
383940,-1,,-1.0,,-1.0,,-1
362890,86.0,https://www.metacritic.com/game/pc/black-mesa?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,86.0
350810,-1,,-1.0,,-1.0,,-1
337000,83.0,https://www.metacritic.com/game/pc/deus-ex-mankind-divided?ftag=MCD-06-10aaa1f,9.2,https://www.ign.com/games/deus-ex-mankind-divided,88.0,https://www.pcgamer.com/deus-ex-mankind-divided-review/,88.75
333950,-1,,-1.0,,-1.0,,-1
311730,69.0,https://www.metacritic.com/game/pc/dead-or-alive-5-last-round?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,69.0
294860,-1,,9.0,https://www.ign.com/games/valkyria-chronicles,89.0,https://www.pcgamer.com/valkyria-chronicles-review/,89.66666666666667
293780,-1,,-1.0,,-1.0,,-1
291480,62.0,https://www.metacritic.com/game/pc/warface?ftag=MCD-06-10aaa1f,-1.0,,58.0,https://www.pcgamer.com/warface-review/,60.0
265630,-1,,-1.0,,-1.0,,-1
264140,-1,,-1.0,,-1.0,,-1
252610,-1,,-1.0,,-1.0,,-1
908100,-1,,-1.0,,-1.0,,-1
1184770,-1,,-1.0,,-1.0,,-1
1131430,-1,,-1.0,,-1.0,,-1
292300,-1,,-1.0,,-1.0,,-1
1012580,-1,,-1.0,,-1.0,,-1
223830,77.0,https://www.metacritic.com/game/pc/xenonauts?ftag=MCD-06-10aaa1f,7.8,https://www.ign.com/games/xenonauts,85.0,https://www.pcgamer.com/xenonauts-review/,79.5
17710,71.0,https://www.metacritic.com/game/pc/nuclear-dawn?ftag=MCD-06-10aaa1f,-1.0,,83.0,https://www.pcgamer.com/nuclear-dawn-review/,77.0
656350,-1,,-1.0,,-1.0,,-1
603260,-1,,-1.0,,-1.0,,-1
551860,-1,,-1.0,,-1.0,,-1
546560,-1,,-1.0,,-1.0,,-1
529180,-1,,-1.0,,-1.0,,-1
509570,-1,,-1.0,,-1.0,,-1
504370,85.0,https://www.metacritic.com/game/pc/battlerite?ftag=MCD-06-10aaa1f,8.2,https://www.ign.com/games/battlerite,89.0,https://www.pcgamer.com/battlerite-review/,84.5
495420,-1,,7.5,https://www.ign.com/games/state-of-decay-2,74.0,https://www.pcgamer.com/state-of-decay-2-review/,74.66666666666667
453340,-1,,-1.0,,-1.0,,-1
453220,-1,,-1.0,,-1.0,,-1
452920,-1,,-1.0,,-1.0,,-1
434420,-1,,-1.0,,-1.0,,-1
1172380,83.0,https://www.metacritic.com/game/pc/star-wars-jedi-fallen-order?ftag=MCD-06-10aaa1f,9.0,https://www.ign.com/games/star-wars-jedi-fallen-order,-1.0,,87.66666666666667
284020,-1,,-1.0,,-1.0,,-1
413150,89.0,https://www.metacritic.com/game/pc/stardew-valley?ftag=MCD-06-10aaa1f,8.8,https://www.ign.com/games/stardew-valley,80.0,https://www.pcgamer.com/stardew-valley-review/,86.25
454650,-1,,7.5,https://www.ign.com/games/dragon-ball-xenoverse-2,-1.0,,75.0
1058830,-1,,-1.0,,-1.0,,-1
1022310,-1,,-1.0,,-1.0,,-1
284000,-1,,-1.0,,-1.0,,-1
700600,-1,,-1.0,,-1.0,,-1
389980,-1,,-1.0,,-1.0,,-1
1000410,-1,,-1.0,,-1.0,,-1
104900,-1,,-1.0,,-1.0,,-1
530070,-1,,-1.0,,-1.0,,-1
780350,80.0,https://www.metacritic.com/game/pc/unruly-heroes?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,80.0
294570,-1,,-1.0,,-1.0,,-1
782940,-1,,-1.0,,-1.0,,-1
1194750,-1,,-1.0,,-1.0,,-1
1085180,-1,,-1.0,,-1.0,,-1
457140,-1,,-1.0,,-1.0,,-1
945240,-1,,-1.0,,-1.0,,-1
647740,-1,,-1.0,,-1.0,,-1
1072420,-1,,8.8,https://www.ign.com/games/dragon-quest-builders-2,-1.0,,88.0
317030,-1,,-1.0,,-1.0,,-1
614730,-1,,-1.0,,-1.0,,-1
376760,-1,,-1.0,,-1.0,,-1
677620,-1,,7.1,https://www.ign.com/games/splitgate-arena-warfare,-1.0,,71.0
1126190,-1,,-1.0,,-1.0,,-1
1047480,-1,,-1.0,,-1.0,,-1
577410,-1,,-1.0,,-1.0,,-1
471710,-1,,-1.0,,-1.0,,-1
967490,-1,,-1.0,,-1.0,,-1
788100,-1,,-1.0,,-1.0,,-1
1111380,-1,,-1.0,,-1.0,,-1
323670,-1,,-1.0,,-1.0,,-1
447700,-1,,-1.0,,-1.0,,-1
294650,-1,,-1.0,,-1.0,,-1
486780,-1,,-1.0,,-1.0,,-1
794600,-1,,6.4,https://www.ign.com/games/let-it-die,-1.0,,64.0
826630,-1,,-1.0,,-1.0,,-1
1100410,-1,,-1.0,,-1.0,,-1
1144110,-1,,-1.0,,-1.0,,-1
294720,-1,,-1.0,,-1.0,,-1
337150,-1,,-1.0,,-1.0,,-1
1169060,-1,,-1.0,,-1.0,,-1
1092150,-1,,-1.0,,-1.0,,-1
1068060,-1,,-1.0,,-1.0,,-1
292840,-1,,-1.0,,-1.0,,-1
1090760,-1,,-1.0,,-1.0,,-1
710920,-1,,-1.0,,-1.0,,-1
1182790,-1,,-1.0,,-1.0,,-1
294580,-1,,-1.0,,-1.0,,-1
1144820,-1,,-1.0,,-1.0,,-1
596000,-1,,-1.0,,-1.0,,-1
652760,-1,,-1.0,,-1.0,,-1
673130,85.0,https://www.metacritic.com/game/pc/amid-evil?ftag=MCD-06-10aaa1f,-1.0,,86.0,https://www.pcgamer.com/amid-evil-review/,85.5
1087720,-1,,-1.0,,-1.0,,-1
390540,-1,,-1.0,,-1.0,,-1
779340,85.0,https://www.metacritic.com/game/pc/total-war-three-kingdoms?ftag=MCD-06-10aaa1f,9.3,https://www.ign.com/games/total-war-three-kingdoms,78.0,https://www.pcgamer.com/total-war-three-kingdoms-review/,87.25
891370,-1,,-1.0,,-1.0,,-1
1127400,-1,,-1.0,,-1.0,,-1
877800,-1,,-1.0,,-1.0,,-1
1089110,-1,,-1.0,,-1.0,,-1
1093910,-1,,-1.0,,-1.0,,-1
986220,-1,,-1.0,,-1.0,,-1
848450,-1,,-1.0,,-1.0,,-1
781030,-1,,-1.0,,-1.0,,-1
1125330,-1,,-1.0,,-1.0,,-1
1172080,-1,,-1.0,,-1.0,,-1
816020,60.0,https://www.metacritic.com/game/pc/jump-force?ftag=MCD-06-10aaa1f,6.3,https://www.ign.com/games/jump-force,55.0,https://www.pcgamer.com/jump-force-review/,60.25
1170630,-1,,-1.0,,-1.0,,-1
1152660,-1,,-1.0,,-1.0,,-1
684700,-1,,-1.0,,-1.0,,-1
376770,-1,,-1.0,,-1.0,,-1
1068800,-1,,-1.0,,-1.0,,-1
294540,-1,,-1.0,,-1.0,,-1
339600,-1,,-1.0,,-1.0,,-1
4920,80.0,https://www.metacritic.com/game/pc/natural-selection-2?ftag=MCD-06-10aaa1f,8.0,https://www.ign.com/games/natural-selection-2,90.0,https://www.pcgamer.com/natural-selection-2-review/,82.5
939350,-1,,-1.0,,-1.0,,-1
1101190,-1,,-1.0,,-1.0,,-1
1184780,-1,,-1.0,,-1.0,,-1
992260,-1,,-1.0,,-1.0,,-1
483950,-1,,-1.0,,-1.0,,-1
1016770,-1,,-1.0,,-1.0,,-1
292860,-1,,-1.0,,-1.0,,-1
283980,-1,,5.5,"https://www.ign.com/games/spy-fox-in-""dry-cereal""",-1.0,,55.0
1168940,-1,,-1.0,,-1.0,,-1
317020,-1,,-1.0,,-1.0,,-1
698870,-1,,-1.0,,-1.0,,-1
283920,-1,,-1.0,,-1.0,,-1
308080,-1,,-1.0,,-1.0,,-1
1002000,-1,,-1.0,,-1.0,,-1
294710,-1,,-1.0,,-1.0,,-1
325210,-1,,-1.0,,-1.0,,-1
520940,-1,,-1.0,,-1.0,,-1
632470,90.0,https://www.metacritic.com/game/pc/disco-elysium?ftag=MCD-06-10aaa1f,-1.0,,92.0,https://www.pcgamer.com/disco-elysium-review/,91.0
250820,-1,,-1.0,,-1.0,,-1
1067860,-1,,-1.0,,-1.0,,-1
811790,-1,,-1.0,,-1.0,,-1
719040,-1,,-1.0,,-1.0,,-1
294670,-1,,-1.0,,-1.0,,-1
1073910,-1,,-1.0,,-1.0,,-1
443970,-1,,-1.0,,-1.0,,-1
453480,-1,,-1.0,,-1.0,,-1
286160,-1,,-1.0,,-1.0,,-1
917720,-1,,-1.0,,-1.0,,-1
292280,-1,,-1.0,,-1.0,,-1
1051470,-1,,-1.0,,-1.0,,-1
363050,-1,,-1.0,,-1.0,,-1
680750,-1,,-1.0,,-1.0,,-1
826740,-1,,-1.0,,-1.0,,-1
569480,-1,,-1.0,,-1.0,,-1
1194170,-1,,-1.0,,-1.0,,-1
1121000,-1,,-1.0,,-1.0,,-1
219990,83.0,https://www.metacritic.com/game/pc/grim-dawn?ftag=MCD-06-10aaa1f,8.7,https://www.ign.com/games/grim-dawn,83.0,https://www.pcgamer.com/grim-dawn-review/,85.0
570840,-1,,-1.0,,-1.0,,-1
1150300,-1,,-1.0,,-1.0,,-1
407060,-1,,-1.0,,-1.0,,-1
1198690,-1,,-1.0,,-1.0,,-1
294700,-1,,-1.0,,-1.0,,-1
838380,73.0,https://www.metacritic.com/game/pc/dead-or-alive-6?ftag=MCD-06-10aaa1f,7.7,https://www.ign.com/games/dead-or-alive-6,-1.0,,75.66666666666667
924660,-1,,-1.0,,-1.0,,-1
1106720,-1,,-1.0,,-1.0,,-1
1185160,-1,,-1.0,,-1.0,,-1
1033780,-1,,-1.0,,-1.0,,-1
1069140,-1,,-1.0,,-1.0,,-1
1134250,-1,,-1.0,,-1.0,,-1
840390,-1,,-1.0,,-1.0,,-1
753590,-1,,-1.0,,-1.0,,-1
403290,82.0,https://www.metacritic.com/game/pc/burly-men-at-sea?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,82.0
438100,-1,,-1.0,,-1.0,,-1
552500,82.0,https://www.metacritic.com/game/pc/warhammer-vermintide-2?ftag=MCD-06-10aaa1f,8.0,https://www.ign.com/games/warhammer-vermintide-2,80.0,https://www.pcgamer.com/warhammer-vermintide-2-review/,80.5
1088090,-1,,-1.0,,-1.0,,-1
858530,-1,,-1.0,,-1.0,,-1
617580,-1,,-1.0,,-1.0,,-1
1089790,-1,,-1.0,,-1.0,,-1
544550,-1,,-1.0,,-1.0,,-1
960090,-1,,-1.0,,-1.0,,-1
563360,-1,,-1.0,,-1.0,,-1
1037130,-1,,-1.0,,-1.0,,-1
1085660,83.0,https://www.metacritic.com/game/pc/destiny-2?ftag=MCD-06-10aaa1f,8.5,https://www.ign.com/games/destiny-2,85.0,https://www.pcgamer.com/destiny-2-review/,84.5
909510,-1,,-1.0,,-1.0,,-1
820480,-1,,-1.0,,-1.0,,-1
1090790,-1,,-1.0,,-1.0,,-1
644830,76.0,https://www.metacritic.com/game/pc/the-surge-2?ftag=MCD-06-10aaa1f,7.6,https://www.ign.com/games/the-surge-2,79.0,https://www.pcgamer.com/the-surge-2-review/,76.75
702050,-1,,-1.0,,-1.0,,-1
585420,-1,,-1.0,,-1.0,,-1
346120,-1,,-1.0,,-1.0,,-1
976730,-1,,9.0,https://www.ign.com/games/halo-the-master-chief-collection,-1.0,,90.0
603530,-1,,-1.0,,-1.0,,-1
1070820,-1,,-1.0,,-1.0,,-1
1049870,-1,,-1.0,,-1.0,,-1
1073080,-1,,-1.0,,-1.0,,-1
363070,-1,,-1.0,,-1.0,,-1
363060,-1,,-1.0,,-1.0,,-1
748460,-1,,-1.0,,-1.0,,-1
976700,-1,,-1.0,,-1.0,,-1
1172940,-1,,-1.0,,-1.0,,-1
451600,-1,,-1.0,,-1.0,,-1
251570,-1,,4.9,https://www.ign.com/games/7-days-to-die,-1.0,,49.0
292240,-1,,-1.0,,-1.0,,-1
591960,-1,,-1.0,,-1.0,,-1
292800,-1,,-1.0,,-1.0,,-1
908070,-1,,-1.0,,-1.0,,-1
598960,-1,,-1.0,,-1.0,,-1
1193570,-1,,-1.0,,-1.0,,-1
1188250,-1,,-1.0,,-1.0,,-1
630040,-1,,-1.0,,-1.0,,-1
294690,-1,,-1.0,,-1.0,,-1
440,92.0,https://www.metacritic.com/game/pc/team-fortress-2?ftag=MCD-06-10aaa1f,8.9,https://www.ign.com/games/team-fortress-2,96.0,https://www.pcgamer.com/team-fortress-2-review/,91.5
628770,-1,,-1.0,,-1.0,,-1
294680,-1,,-1.0,,-1.0,,-1
1193560,-1,,-1.0,,-1.0,,-1
283960,-1,,-1.0,,-1.0,,-1
774211,-1,,-1.0,,-1.0,,-1
34450,84.0,https://www.metacritic.com/game/pc/sid-meiers-civilization-iv-warlords?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,84.0
597170,-1,,-1.0,,-1.0,,-1
294530,-1,,-1.0,,-1.0,,-1
294550,-1,,-1.0,,-1.0,,-1
242860,70.0,https://www.metacritic.com/game/pc/verdun?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,70.0
94400,81.0,https://www.metacritic.com/game/pc/nidhogg?ftag=MCD-06-10aaa1f,9.0,https://www.ign.com/games/nidhogg,93.0,https://www.pcgamer.com/nidhogg-review/,88.5
846870,78.0,https://www.metacritic.com/game/pc/yooka-laylee-and-the-impossible-lair?ftag=MCD-06-10aaa1f,8.7,https://www.ign.com/games/yooka-laylee-and-the-impossible-lair,-1.0,,84.0
822240,-1,,-1.0,,-1.0,,-1
976900,-1,,-1.0,,-1.0,,-1
445980,79.0,https://www.metacritic.com/game/pc/wizard-of-legend?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,79.0
588120,-1,,-1.0,,-1.0,,-1
333640,-1,,-1.0,,-1.0,,-1
1012880,-1,,-1.0,,-1.0,,-1
515180,67.0,https://www.metacritic.com/game/pc/bus-simulator-18?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,67.0
433290,74.0,https://www.metacritic.com/game/pc/nemesis-of-the-roman-empire?ftag=MCD-06-10aaa1f,8.0,https://www.ign.com/games/nemesis-of-the-roman-empire,-1.0,,78.0
632300,-1,,-1.0,,-1.0,,-1
763100,-1,,-1.0,,-1.0,,-1
509580,-1,,-1.0,,-1.0,,-1
814420,-1,,-1.0,,-1.0,,-1
1177710,-1,,-1.0,,-1.0,,-1
755410,-1,,-1.0,,-1.0,,-1
516110,-1,,-1.0,,-1.0,,-1
862800,-1,,-1.0,,-1.0,,-1
1061420,-1,,-1.0,,-1.0,,-1
1149930,-1,,-1.0,,-1.0,,-1
924380,-1,,-1.0,,-1.0,,-1
375530,-1,,-1.0,,-1.0,,-1
377950,-1,,-1.0,,78.0,https://www.pcgamer.com/jamestown+-review/,78.0
700240,-1,,-1.0,,-1.0,,-1
628670,-1,,-1.0,,-1.0,,-1
593600,-1,,-1.0,,-1.0,,-1
1002200,-1,,-1.0,,-1.0,,-1
241540,79.0,https://www.metacritic.com/game/pc/state-of-decay?ftag=MCD-06-10aaa1f,8.9,https://www.ign.com/games/state-of-decay,-1.0,,85.66666666666667
969680,-1,,-1.0,,-1.0,,-1
374190,-1,,-1.0,,-1.0,,-1
1191650,-1,,-1.0,,-1.0,,-1
1184640,-1,,-1.0,,-1.0,,-1
753650,-1,,-1.0,,-1.0,,-1
1188280,-1,,-1.0,,-1.0,,-1
1007070,-1,,-1.0,,-1.0,,-1
717560,-1,,-1.0,,-1.0,,-1
904360,-1,,-1.0,,-1.0,,-1
1135850,-1,,-1.0,,-1.0,,-1
693830,-1,,-1.0,,-1.0,,-1
1117380,-1,,-1.0,,-1.0,,-1
633460,69.0,https://www.metacritic.com/game/pc/tannenberg?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,69.0
250760,85.0,https://www.metacritic.com/game/pc/shovel-knight?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,85.0
1188670,-1,,-1.0,,-1.0,,-1
1116770,-1,,-1.0,,-1.0,,-1
1116780,-1,,-1.0,,-1.0,,-1
763420,-1,,-1.0,,-1.0,,-1
541570,-1,,-1.0,,-1.0,,-1
589510,-1,,-1.0,,-1.0,,-1
1148400,-1,,-1.0,,-1.0,,-1
520950,-1,,-1.0,,-1.0,,-1
1172060,-1,,-1.0,,-1.0,,-1
1042010,-1,,-1.0,,-1.0,,-1
1183740,-1,,-1.0,,-1.0,,-1
898920,-1,,-1.0,,-1.0,,-1
825190,-1,,-1.0,,-1.0,,-1
329430,-1,,-1.0,,-1.0,,-1
703080,81.0,https://www.metacritic.com/game/pc/planet-zoo?ftag=MCD-06-10aaa1f,8.5,https://www.ign.com/games/planet-zoo,75.0,https://www.pcgamer.com/planet-zoo-review/,81.5
589500,-1,,-1.0,,-1.0,,-1
736220,-1,,6.0,https://www.ign.com/games/post-scriptum,-1.0,,60.0
780290,-1,,-1.0,,-1.0,,-1
1082890,-1,,-1.0,,-1.0,,-1
459820,-1,,-1.0,,-1.0,,-1
747690,-1,,-1.0,,-1.0,,-1
694400,-1,,-1.0,,-1.0,,-1
678800,-1,,-1.0,,-1.0,,-1
638650,-1,,-1.0,,-1.0,,-1
624270,-1,,-1.0,,-1.0,,-1
607890,-1,,-1.0,,-1.0,,-1
527430,67.0,https://www.metacritic.com/game/pc/warhammer-40000-inquisitor---martyr?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,67.0
522210,64.0,https://www.metacritic.com/game/pc/serial-cleaner?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,64.0
518790,-1,,-1.0,,-1.0,,-1
1138100,-1,,-1.0,,-1.0,,-1
1129730,-1,,-1.0,,-1.0,,-1
1121920,-1,,-1.0,,-1.0,,-1
1100600,85.0,https://www.metacritic.com/game/pc/football-manager-2020?ftag=MCD-06-10aaa1f,8.7,https://www.ign.com/games/football-manager-2020,87.0,https://www.pcgamer.com/football-manager-2020-review/,86.5
1097840,81.0,https://www.metacritic.com/game/pc/gears-5?ftag=MCD-06-10aaa1f,-1.0,,78.0,https://www.pcgamer.com/gears-5-review/,79.5
1096520,-1,,-1.0,,-1.0,,-1
1092560,-1,,-1.0,,-1.0,,-1
1089350,74.0,https://www.metacritic.com/game/pc/nba-2k20?ftag=MCD-06-10aaa1f,7.8,https://www.ign.com/games/nba-2k20,-1.0,,76.66666666666667
1085750,-1,,-1.0,,-1.0,,-1
1084350,-1,,-1.0,,-1.0,,-1
1082710,-1,,-1.0,,-1.0,,-1
1064900,-1,,-1.0,,-1.0,,-1
1063790,-1,,-1.0,,-1.0,,-1
1059040,-1,,-1.0,,-1.0,,-1
1035030,-1,,-1.0,,-1.0,,-1
639240,-1,,-1.0,,-1.0,,-1
947490,-1,,-1.0,,-1.0,,-1
252870,-1,,-1.0,,-1.0,,-1
823940,-1,,-1.0,,-1.0,,-1
386010,-1,,-1.0,,-1.0,,-1
1191500,-1,,-1.0,,-1.0,,-1
1156910,-1,,-1.0,,-1.0,,-1
803330,-1,,-1.0,,-1.0,,-1
882150,-1,,-1.0,,-1.0,,-1
962150,-1,,-1.0,,-1.0,,-1
1070580,-1,,-1.0,,-1.0,,-1
1190110,-1,,-1.0,,-1.0,,-1
1189720,-1,,-1.0,,-1.0,,-1
1188710,-1,,-1.0,,-1.0,,-1
1186510,-1,,-1.0,,-1.0,,-1
1185730,-1,,-1.0,,-1.0,,-1
1183300,-1,,-1.0,,-1.0,,-1
1174390,-1,,-1.0,,-1.0,,-1
1172520,-1,,-1.0,,-1.0,,-1
1164690,-1,,-1.0,,-1.0,,-1
1163990,-1,,-1.0,,-1.0,,-1
1163040,-1,,-1.0,,-1.0,,-1
1148470,-1,,-1.0,,-1.0,,-1
1145030,-1,,-1.0,,-1.0,,-1
1144300,-1,,-1.0,,-1.0,,-1
1196170,-1,,-1.0,,-1.0,,-1
452060,-1,,-1.0,,84.0,https://www.pcgamer.com/caveblazers-review/,84.0
341870,-1,,7.0,https://www.ign.com/games/tembo-the-badass-elephant,-1.0,,70.0
339040,-1,,-1.0,,-1.0,,-1
331750,-1,,-1.0,,-1.0,,-1
323370,77.0,https://www.metacritic.com/game/pc/tera?ftag=MCD-06-10aaa1f,-1.0,,64.0,https://www.pcgamer.com/tera-review/,70.5
319170,61.0,https://www.metacritic.com/game/pc/g-force?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,61.0
311210,73.0,https://www.metacritic.com/game/pc/call-of-duty-black-ops-iii?ftag=MCD-06-10aaa1f,-1.0,,-1.0,,73.0
